product_id,product_name,category,unit_cost,list_price,product_tier
P1350,Analytics Pro Max,Software,993.25,1497.92,Core
P1351,Desk Lamp 2026,Office,198.82,299.5,Premium
P1352,Monitor Lite,Office,317.12,702.54,Core
P1353,Mouse Lite,Office,598.31,1264.84,Premium
P1354,Smart Scale Max,Fitness,367.47,476.56,Core
P1355,Monitor Max,Office,890.59,1152.46,Core
P1356,Smartwatch Plus,Electronics,865.51,1125.66,Premium
P1357,Mixer Grinder 2025,Home,156.26,262.92,Core
P1358,USB-C Cable Pro,Accessories,940.43,1278.1,Seasonal
P1359,USB-C Cable Plus,Accessories,680.99,911.74,Core
P1360,Vacuum Cleaner 2025,Home,417.68,898.61,Core
P1361,Air Purifier 2025,Home,135.64,174.14,Core
P1362,Desk Lamp Lite,Office,688.44,1011.93,Core
P1363,Design Suite 2025,Software,554.74,1029.91,Premium
P1364,Smart Scale Plus,Fitness,455.36,831.19,Seasonal
P1365,Wireless Earbuds Max,Electronics,1070.83,1439.57,Seasonal
P1366,USB-C Cable Plus,Accessories,58.52,85.33,Core
P1367,Travel Adapter Lite,Accessories,680.85,873.18,Premium
P1368,Monitor Plus,Office,792.15,1061.37,Core
P1369,Vacuum Cleaner Max,Home,652.41,1128.96,Core
P1370,Mouse 2025,Office,1111.16,1494.61,Seasonal
P1371,USB-C Cable Lite,Accessories,594.2,1302.74,Core
P1372,Keyboard 2026,Office,726.18,1387.98,Premium
P1373,Team Collaboration Pro,Software,411.72,657.53,Premium
P1374,Cloud Backup 2025,Software,921.31,1397.48,Seasonal
P1375,Mouse Max,Office,176.18,390.59,Seasonal
P1376,Laptop Stand Pro,Accessories,1092.74,1409.85,Premium
P1377,Keyboard 2026,Office,768.19,1296.25,Seasonal
P1378,Air Purifier 2025,Home,509.21,971.13,Seasonal
P1379,Monitor Lite,Office,760.68,1497.83,Seasonal
P1380,Phone Case 2026,Accessories,592.1,1187.41,Premium
P1381,Bluetooth Speaker 2026,Electronics,84.03,179.15,Seasonal
P1382,Travel Adapter Pro,Accessories,163.25,347.57,Seasonal
P1383,Mouse Lite,Office,465.09,985.82,Core
P1384,Monitor Plus,Office,191.45,379.87,Core
P1385,Keyboard Max,Office,346.39,509.4,Premium
P1386,Smartwatch Pro,Electronics,626.87,1061.92,Seasonal
P1387,Keyboard 2026,Office,735.8,945.73,Core
P1388,Phone Case 2025,Accessories,458.27,609.33,Premium
P1389,Mouse Plus,Office,31.53,65.44,Core
P1390,Power Bank Max,Electronics,357.59,617.27,Premium
P1391,Monitor Lite,Office,111.5,244.31,Seasonal
P1392,Power Bank 2025,Electronics,579.71,817.23,Core
P1393,Power Bank 2026,Electronics,60.09,81.65,Seasonal
P1394,Fitness Band Pro,Fitness,226.74,410.84,Premium
P1395,Vacuum Cleaner 2026,Home,115.04,186.46,Seasonal
P1396,Smart Bulb Lite,Home,206.2,293.77,Premium
P1397,Smart Bulb 2025,Home,788.91,1483.32,Core
P1398,Wireless Earbuds Lite,Electronics,465.81,691.45,Core
P1399,Bluetooth Speaker Lite,Electronics,241.69,571.04,Seasonal
P1400,Mouse Lite,Office,505.6,650.15,Core
P1401,Vacuum Cleaner Plus,Home,661.15,950.08,Core
P1402,Desk Lamp Plus,Office,319.75,760.87,Seasonal
P1403,Analytics Pro Max,Software,729.93,1239.69,Core
P1404,Desk Lamp Max,Office,173.82,287.02,Core
P1405,Phone Case 2026,Accessories,778.53,1009.35,Seasonal
P1406,Yoga Mat 2026,Fitness,588.8,1004.3,Core
P1407,Vacuum Cleaner Pro,Home,423.97,785.47,Seasonal
P1408,Power Bank Max,Electronics,405.6,680.4,Core
P1409,Cloud Backup 2025,Software,773.56,1221.08,Seasonal
P1410,Travel Adapter Lite,Accessories,116.35,166.17,Seasonal
P1411,Wireless Earbuds 2025,Electronics,410.43,858.58,Seasonal
P1412,Smart Bulb Max,Home,443.4,701.98,Seasonal
P1413,Smart Bulb Pro,Home,506.82,913.54,Seasonal
P1414,Smartwatch Plus,Electronics,421.92,601.25,Seasonal
P1415,Smart Scale 2026,Fitness,363.83,794.79,Premium
P1416,Mixer Grinder Pro,Home,522.54,949.47,Core
P1417,Air Purifier Lite,Home,103.76,155.05,Core
P1418,Fitness Band Max,Fitness,722.35,1214.82,Core
P1419,Smart Bulb Lite,Home,675.62,1130.36,Premium
P1420,Smartwatch 2025,Electronics,583.69,1156.95,Seasonal
P1421,Smart Bulb 2025,Home,200.46,258.64,Core
P1422,Smart Scale 2026,Fitness,97.42,184.05,Premium
P1423,Keyboard 2025,Office,164.98,286.41,Core
P1424,Phone Case 2026,Accessories,591.84,1059.03,Core
P1425,Keyboard 2025,Office,156.59,259.49,Core
P1426,Design Suite 2026,Software,113.27,185.05,Core
P1427,Smartwatch Lite,Electronics,186.94,269.44,Seasonal
P1428,Design Suite Plus,Software,112.21,153.93,Seasonal
P1429,Laptop Stand Pro,Accessories,304.9,483.02,Core
P1430,Smart Scale Max,Fitness,24.61,34.64,Premium
P1431,Bluetooth Speaker Max,Electronics,364.5,523.76,Seasonal
P1432,Desk Lamp Pro,Office,506.51,744.42,Seasonal
P1433,Mouse 2025,Office,915.77,1444.21,Premium
P1434,Mixer Grinder Pro,Home,1136.41,1465.7,Premium
P1435,Yoga Mat Lite,Fitness,189.24,421.77,Core
P1436,Team Collaboration Plus,Software,579.62,866.73,Premium
P1437,Wireless Earbuds Plus,Electronics,486.67,814.76,Core
P1438,Bluetooth Speaker 2026,Electronics,30.11,41.9,Seasonal
P1439,Smartwatch 2025,Electronics,543.48,1022.06,Core
P1440,Power Bank Lite,Electronics,463.45,940.21,Core
P1441,Bluetooth Speaker Lite,Electronics,345.18,614.08,Seasonal
P1442,Analytics Pro Plus,Software,959.19,1482.13,Premium
P1443,Fitness Band Pro,Fitness,530.31,823.76,Seasonal
P1444,Monitor 2026,Office,139.74,327.25,Premium
P1445,Travel Adapter Max,Accessories,517.32,672.81,Core
P1446,Bluetooth Speaker Pro,Electronics,13.49,27.26,Premium
P1447,Mixer Grinder Lite,Home,609.42,1079.83,Core
P1448,Laptop Stand Plus,Accessories,414.69,666.91,Premium
P1449,Power Bank Pro,Electronics,135.93,194.05,Seasonal
P1450,Phone Case Plus,Accessories,61.6,126.29,Premium
P1451,Vacuum Cleaner 2025,Home,46.09,82.97,Core
P1452,Monitor 2026,Office,543.69,835.24,Premium
P1453,Wireless Earbuds Max,Electronics,670.15,1038.98,Seasonal
P1454,Keyboard Lite,Office,463.38,842.84,Premium
P1455,Smart Scale 2025,Fitness,120.33,230.19,Core
P1456,Laptop Stand 2026,Accessories,263.63,409.45,Premium
P1457,Laptop Stand 2026,Accessories,86.88,122.64,Premium
P1458,Team Collaboration Pro,Software,459.33,1024.33,Premium
P1459,Fitness Band 2026,Fitness,885.48,1198.55,Core
P1460,Smartwatch Lite,Electronics,380.49,606.9,Core
P1461,Phone Case Pro,Accessories,762.1,1228.66,Seasonal
P1462,Analytics Pro 2026,Software,87.95,144.72,Premium
P1463,Air Purifier Plus,Home,211.36,456.51,Premium
P1464,Cloud Backup Max,Software,902.35,1427.79,Seasonal
P1465,Smartwatch 2026,Electronics,733.82,1034.65,Seasonal
P1466,Vacuum Cleaner 2025,Home,224.46,386.11,Core
P1467,Mouse 2026,Office,306.66,547.86,Premium
P1468,Travel Adapter 2026,Accessories,554.42,757.9,Premium
P1469,Yoga Mat Plus,Fitness,672.07,1365.58,Core
P1470,Fitness Band 2026,Fitness,254.1,550.34,Core
P1471,Team Collaboration 2026,Software,739.44,1033.42,Core
P1472,Design Suite 2025,Software,967.08,1286.78,Core
P1473,USB-C Cable 2026,Accessories,236.85,386.0,Core
P1474,Bluetooth Speaker 2025,Electronics,320.71,559.3,Seasonal
P1475,Yoga Mat 2026,Fitness,332.16,561.3,Seasonal
P1476,Power Bank Pro,Electronics,342.42,568.02,Core
P1477,Smart Bulb Plus,Home,361.28,665.59,Seasonal
P1478,Laptop Stand 2026,Accessories,705.26,1069.51,Premium
P1479,Phone Case Max,Accessories,714.62,1161.19,Core
P1480,Power Bank Pro,Electronics,250.19,336.19,Core
P1481,Monitor Lite,Office,680.81,921.18,Core
P1482,Analytics Pro 2026,Software,169.14,297.36,Core
P1483,Bluetooth Speaker Pro,Electronics,977.83,1336.19,Seasonal
P1484,Vacuum Cleaner Max,Home,653.15,945.97,Core
P1485,Team Collaboration Plus,Software,625.82,1207.78,Core
P1486,Smart Scale Lite,Fitness,118.55,198.5,Seasonal
P1487,Wireless Earbuds 2026,Electronics,423.41,872.99,Core
P1488,Phone Case Max,Accessories,145.26,344.41,Premium
P1489,Bluetooth Speaker Max,Electronics,836.13,1194.15,Seasonal
P1490,Yoga Mat Lite,Fitness,223.06,410.37,Seasonal
P1491,Fitness Band Pro,Fitness,640.09,936.51,Core
P1492,Smart Scale Pro,Fitness,442.31,567.21,Premium
P1493,Mixer Grinder Plus,Home,562.19,1155.72,Premium
P1494,Laptop Stand 2025,Accessories,662.68,970.64,Premium
P1495,Mouse 2025,Office,103.02,154.94,Seasonal
P1496,USB-C Cable 2025,Accessories,899.65,1176.79,Premium
P1497,USB-C Cable Plus,Accessories,461.98,794.53,Core
P1498,Air Purifier Lite,Home,525.03,915.45,Premium
P1499,Analytics Pro Lite,Software,300.19,542.41,Core
P1500,Air Purifier Pro,Home,91.43,135.52,Core
